Công Cụ Phân Tích Từ Khóa Miễn Phí - Keyword Planner Free

STT	Keyword	Volume	Length	Trend	Trend Data	Difficulty	Competition	Avg.CPC	KW Type	Question
1642	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,20,10,10,10	10;10;10;10;10;10;10;10;10;20;10;10;10	35	0	0.02	phrase	
1643	Upgrade VIP to view	10	2	0,0,10,0,0,0,0,0,0,0,0,0,0	0;0;10;0;0;0;0;0;0;0;0;0;0	35	0	0.02	phrase	
1644	Upgrade VIP to view	10	2	10,10,10,10,10,10,0,0,10,10,10,10,10	10;10;10;10;10;10;0;0;10;10;10;10;10	47	37	0.02	broad	
1645	Upgrade VIP to view	10	2	0,10,10,10,10,10,10,0,10,0,0,10,0	0;10;10;10;10;10;10;0;10;0;0;10;0	35	0	0.02	broad	
1646	Upgrade VIP to view	10	2	10,10,10,10,10,0,0,10,10,10,10,10,10	10;10;10;10;10;0;0;10;10;10;10;10;10	59	71	0.02	broad	
1647	Upgrade VIP to view	10	3	10,10,10,10,10,10,0,10,10,10,10,0,10	10;10;10;10;10;10;0;10;10;10;10;0;10	44	40	0.02	broad	
1648	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,20,10	10;10;10;10;10;10;10;10;10;10;10;20;10	53	41	0.02	broad	
1649	Upgrade VIP to view	10	2	10,10,10,10,10,10,0,10,10,10,10,10,0	10;10;10;10;10;10;0;10;10;10;10;10;0	35	0	0.02	broad	
1650	Upgrade VIP to view	10	3	10,10,10,0,10,0,0,10,10,10,10,10,0	10;10;10;0;10;0;0;10;10;10;10;10;0	31	0	0.02	broad	
1651	Upgrade VIP to view	10	2	0,10,10,10,10,0,0,10,10,0,10,10,0	0;10;10;10;10;0;0;10;10;0;10;10;0	35	0	0.02	broad	
1652	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,20,10,10,10,20,10	10;10;10;10;10;10;10;20;10;10;10;20;10	60	64	0.02	broad	
1653	Upgrade VIP to view	10	2	10,10,10,0,0,10,0,10,0,0,0,0,10	10;10;10;0;0;10;0;10;0;0;0;0;10	68	100	0.02	broad	
1654	Upgrade VIP to view	10	2	30,20,10,20,10,10,10,10,20,10,10,10,10	30;20;10;20;10;10;10;10;20;10;10;10;10	50	46	0.02	broad	
1655	Upgrade VIP to view	10	1	20,10,10,10,20,10,10,10,10,10,10,10,10	20;10;10;10;20;10;10;10;10;10;10;10;10	68	88	0.28	broad	
1656	Upgrade VIP to view	10	1	20,10,10,10,10,20,10,10,20,10,20,10,20	20;10;10;10;10;20;10;10;20;10;20;10;20	62	68	0.23	broad	
1657	Upgrade VIP to view	10	2	10,10,10,10,10,0,10,0,10,0,10,0,0	10;10;10;10;10;0;10;0;10;0;10;0;0	35	0	0.02	broad	
1658	Upgrade VIP to view	10	3	20,10,10,10,10,10,0,20,10,10,10,0,10	20;10;10;10;10;10;0;20;10;10;10;0;10	31	0	0.02	broad	
1659	Upgrade VIP to view	10	2	10,10,10,10,10,10,0,10,10,10,10,0,0	10;10;10;10;10;10;0;10;10;10;10;0;0	35	0	0.02	broad	
1660	Upgrade VIP to view	10	2	10,10,10,20,10,10,10,10,10,10,10,10,10	10;10;10;20;10;10;10;10;10;10;10;10;10	51	48	0.02	broad	
1661	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,0,10,10,10,0,10	10;10;10;10;10;10;10;0;10;10;10;0;10	68	100	0.02	broad	
1662	Upgrade VIP to view	10	2	30,20,20,30,20,10,10,10,10,10,10,10,10	30;20;20;30;20;10;10;10;10;10;10;10;10	40	14	0.02	broad	
1663	Upgrade VIP to view	10	3	10,10,20,10,10,10,10,10,10,10,10,10,10	10;10;20;10;10;10;10;10;10;10;10;10;10	38	21	0.02	broad	
1664	Upgrade VIP to view	10	1	0,0,0,0,0,0,10,0,0,0,0,0,0	0;0;0;0;0;0;10;0;0;0;0;0;0	39	0	0.02	broad	
1665	Upgrade VIP to view	10	2	20,10,10,10,10,10,0,10,10,10,10,10,10	20;10;10;10;10;10;0;10;10;10;10;10;10	50	44	0.19	broad	
1666	Upgrade VIP to view	10	4	10,10,10,0,10,10,0,0,10,0,10,0,0	10;10;10;0;10;10;0;0;10;0;10;0;0	27	0	0.02	broad	
1667	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	38	9	0.02	broad	
1668	Upgrade VIP to view	10	4	10,10,10,0,10,10,10,0,0,10,0,10,0	10;10;10;0;10;10;10;0;0;10;0;10;0	27	0	0.02	broad	
1669	Upgrade VIP to view	10	4	10,10,10,10,0,0,10,0,10,0,10,0,0	10;10;10;10;0;0;10;0;10;0;10;0;0	27	0	0.02	broad	
1670	Upgrade VIP to view	10	2	10,10,10,10,10,10,0,10,10,10,10,10,10	10;10;10;10;10;10;0;10;10;10;10;10;10	55	59	0.02	broad	
1671	Upgrade VIP to view	10	4	20,10,10,10,10,10,10,20,10,10,10,10,0	20;10;10;10;10;10;10;20;10;10;10;10;0	27	0	0.02	broad	
1672	Upgrade VIP to view	10	2	30,20,10,20,10,10,10,10,10,10,10,10,20	30;20;10;20;10;10;10;10;10;10;10;10;20	63	83	0.29	broad	
1673	Upgrade VIP to view	10	4	10,10,10,10,10,10,0,10,10,10,10,10,10	10;10;10;10;10;10;0;10;10;10;10;10;10	36	29	0.02	broad	
1674	Upgrade VIP to view	10	4	20,10,20,10,10,10,10,10,10,10,10,0,0	20;10;20;10;10;10;10;10;10;10;10;0;0	27	0	0.02	broad	
1675	Upgrade VIP to view	10	4	10,10,20,10,10,10,10,10,10,0,10,10,10	10;10;20;10;10;10;10;10;10;0;10;10;10	27	0	0.02	broad	
1676	Upgrade VIP to view	10	4	10,10,10,10,10,10,0,10,10,10,10,0,10	10;10;10;10;10;10;0;10;10;10;10;0;10	54	81	0.02	broad	
1677	Upgrade VIP to view	10	4	10,10,10,10,10,10,10,10,10,10,10,10,0	10;10;10;10;10;10;10;10;10;10;10;10;0	27	0	0.02	broad	
1678	Upgrade VIP to view	10	4	20,20,10,10,10,10,10,0,10,10,0,10,10	20;20;10;10;10;10;10;0;10;10;0;10;10	27	0	0.02	broad	
1679	Upgrade VIP to view	10	4	20,10,10,10,10,10,10,10,20,20,10,10,10	20;10;10;10;10;10;10;10;20;20;10;10;10	53	79	0.02	broad	
1680	Upgrade VIP to view	10	4	10,10,10,10,10,10,10,10,0,10,0,0,0	10;10;10;10;10;10;10;10;0;10;0;0;0	27	0	0.02	broad	
1681	Upgrade VIP to view	10	4	10,10,10,10,10,0,10,10,10,10,10,10,0	10;10;10;10;10;0;10;10;10;10;10;10;0	27	0	0.02	broad	
1682	Upgrade VIP to view	10	1	10,10,20,20,10,10,10,10,10,10,10,10,10	10;10;20;20;10;10;10;10;10;10;10;10;10	62	68	0.44	broad	
1683	Upgrade VIP to view	10	2	10,10,20,10,10,10,10,10,10,10,10,10,10	10;10;20;10;10;10;10;10;10;10;10;10;10	55	61	0.02	broad	
1684	Upgrade VIP to view	10	1	10,20,10,10,10,10,10,10,10,20,20,10,10	10;20;10;10;10;10;10;10;10;20;20;10;10	52	39	0.02	broad	
1685	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	66	81	0.02	broad	
1686	Upgrade VIP to view	10	1	10,10,10,10,20,10,10,10,10,10,10,10,10	10;10;10;10;20;10;10;10;10;10;10;10;10	69	91	0.02	broad	
1687	Upgrade VIP to view	10	1	0,0,0,0,0,0,0,0,0,0,0,10,0	0;0;0;0;0;0;0;0;0;0;0;10;0	39	0	0.02	broad	
1688	Upgrade VIP to view	10	1	10,10,10,0,10,10,10,10,10,10,10,10,10	10;10;10;0;10;10;10;10;10;10;10;10;10	69	89	0.02	broad	
1689	Upgrade VIP to view	10	1	20,20,10,10,10,10,10,20,10,10,10,10,20	20;20;10;10;10;10;10;20;10;10;10;10;20	63	71	0.02	broad	
1690	Upgrade VIP to view	10	1	30,10,10,10,20,10,10,10,10,10,20,20,10	30;10;10;10;20;10;10;10;10;10;20;20;10	45	19	0.02	broad	
1691	Upgrade VIP to view	10	1	30,10,10,10,20,10,10,10,10,10,20,20,10	30;10;10;10;20;10;10;10;10;10;20;20;10	45	19	0.02	broad	
1692	Upgrade VIP to view	10	1	10,20,10,20,10,10,10,10,10,10,10,10,40	10;20;10;20;10;10;10;10;10;10;10;10;40	69	90	0.57	broad	
1693	Upgrade VIP to view	10	1	20,10,10,20,10,10,10,20,20,20,10,10,10	20;10;10;20;10;10;10;20;20;20;10;10;10	59	59	0.02	broad	
1694	Upgrade VIP to view	10	2	10,10,10,10,20,10,10,10,10,10,10,10,10	10;10;10;10;20;10;10;10;10;10;10;10;10	45	31	0.02	broad	
1695	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	49	43	0.02	broad	
1696	Upgrade VIP to view	10	1	10,20,10,10,10,10,10,10,10,10,10,20,10	10;20;10;10;10;10;10;10;10;10;10;20;10	46	20	0.02	broad	
1697	Upgrade VIP to view	10	1	20,10,10,10,10,10,10,10,10,10,10,10,10	20;10;10;10;10;10;10;10;10;10;10;10;10	45	19	0.02	broad	
1698	Upgrade VIP to view	10	1	10,0,10,10,10,10,0,10,10,0,0,0,10	10;0;10;10;10;10;0;10;10;0;0;0;10	46	21	0.02	broad	
1699	Upgrade VIP to view	10	1	0,0,0,0,10,0,0,0,0,0,0,0,0	0;0;0;0;10;0;0;0;0;0;0;0;0	39	0	0.02	broad	
1700	Upgrade VIP to view	10	1	10,10,10,0,10,10,10,0,0,10,0,10,0	10;10;10;0;10;10;10;0;0;10;0;10;0	39	0	0.02	broad	
1701	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,0,0	10;10;10;10;10;10;10;10;10;10;10;0;0	39	0	0.02	broad	
1702	Upgrade VIP to view	10	1	10,10,10,10,10,10,0,10,10,10,10,10,10	10;10;10;10;10;10;0;10;10;10;10;10;10	39	0	0.02	broad	
1703	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,20,10,10,10	10;10;10;10;10;10;10;10;10;20;10;10;10	60	64	0.02	broad	
1704	Upgrade VIP to view	10	1	10,10,20,20,10,10,0,10,10,10,20,10,10	10;10;20;20;10;10;0;10;10;10;20;10;10	46	20	0.02	broad	
1705	Upgrade VIP to view	10	1	10,10,10,10,10,10,0,10,10,10,10,10,10	10;10;10;10;10;10;0;10;10;10;10;10;10	71	97	0.02	broad	
1706	Upgrade VIP to view	10	3	30,20,10,10,10,10,0,10,10,10,10,10,10	30;20;10;10;10;10;0;10;10;10;10;10;10	51	62	0.02	phrase	
1707	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,30,10,20,20,10,10	10;10;10;10;10;10;10;30;10;20;20;10;10	52	39	0.02	broad	
1708	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	52	40	0.02	broad	
1709	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	55	61	0.02	broad	
1710	Upgrade VIP to view	10	2	10,0,10,10,10,10,0,10,10,10,10,0,10	10;0;10;10;10;10;0;10;10;10;10;0;10	45	29	0.02	broad	
1711	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,30,10,20,20,20,10	10;10;10;10;10;10;10;30;10;20;20;20;10	54	45	0.02	broad	
1712	Upgrade VIP to view	10	1	10,0,0,0,0,0,0,0,10,0,10,10,10	10;0;0;0;0;0;0;0;10;0;10;10;10	39	0	0.02	broad	
1713	Upgrade VIP to view	10	3	0,0,10,10,0,0,0,0,0,0,0,0,0	0;0;10;10;0;0;0;0;0;0;0;0;0	31	0	0.02	broad	
1714	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	35	0	0.02	broad	
1715	Upgrade VIP to view	10	2	10,10,10,0,0,10,10,10,10,10,20,10,10	10;10;10;0;0;10;10;10;10;10;20;10;10	52	50	0.02	broad	
1716	Upgrade VIP to view	10	1	0,0,0,10,0,0,0,0,0,0,0,0,0	0;0;0;10;0;0;0;0;0;0;0;0;0	39	0	0.02	broad	
1717	Upgrade VIP to view	10	2	0,0,0,0,0,0,0,0,0,0,0,0,10	0;0;0;0;0;0;0;0;0;0;0;0;10	35	0	0.02	broad	
1718	Upgrade VIP to view	10	2	20,10,10,10,20,10,10,10,30,10,20,10,10	20;10;10;10;20;10;10;10;30;10;20;10;10	59	71	0.02	broad	
1719	Upgrade VIP to view	10	4	10,10,10,10,10,10,10,10,10,10,10,10,0	10;10;10;10;10;10;10;10;10;10;10;10;0	27	0	0.02	broad	
1720	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,40,20,10,10	10;10;10;10;10;10;10;10;10;40;20;10;10	64	87	0.02	phrase	
1721	Upgrade VIP to view	10	2	20,10,10,10,10,10,0,10,20,10,20,10,10	20;10;10;10;10;10;0;10;20;10;20;10;10	55	61	0.02	broad	
1722	Upgrade VIP to view	10	4	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	27	0	0.02	broad	
1723	Upgrade VIP to view	10	1	0,10,10,10,0,10,0,0,0,10,10,10,10	0;10;10;10;0;10;0;0;0;10;10;10;10	72	100	0.02	broad	
1724	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,20,10,10	10;10;10;10;10;10;10;10;10;10;20;10;10	72	100	0.02	broad	
1725	Upgrade VIP to view	10	2	10,10,10,10,10,10,0,10,10,10,10,10,10	10;10;10;10;10;10;0;10;10;10;10;10;10	53	54	0.02	broad	
1726	Upgrade VIP to view	10	3	0,0,0,0,0,0,0,0,0,10,0,0,0	0;0;0;0;0;0;0;0;0;10;0;0;0	31	0	0.02	broad	
1727	Upgrade VIP to view	10	2	20,10,10,10,10,10,10,10,10,10,10,10,10	20;10;10;10;10;10;10;10;10;10;10;10;10	59	71	0.02	broad	
1728	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,0,10	10;10;10;10;10;10;10;10;10;10;10;0;10	70	93	0.02	broad	
1729	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	47	36	0.02	broad	
1730	Upgrade VIP to view	10	1	20,10,10,10,10,10,10,10,10,10,10,20,10	20;10;10;10;10;10;10;10;10;10;10;20;10	68	86	0.02	broad	
1731	Upgrade VIP to view	10	1	10,10,10,10,10,10,0,10,10,0,10,10,10	10;10;10;10;10;10;0;10;10;0;10;10;10	72	100	0.02	broad	
1732	Upgrade VIP to view	10	2	10,0,0,10,0,10,0,10,0,10,10,0,0	10;0;0;10;0;10;0;10;0;10;10;0;0	35	0	0.02	phrase	
1733	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,30,30,30,10,10,10	10;10;10;10;10;10;10;30;30;30;10;10;10	71	96	0.02	broad	
1734	Upgrade VIP to view	10	2	0,10,0,0,0,0,0,0,10,0,0,0,10	0;10;0;0;0;0;0;0;10;0;0;0;10	68	100	0.02	phrase	
1735	Upgrade VIP to view	10	5	0,0,0,10,0,0,0,0,0,0,0,0,0	0;0;0;10;0;0;0;0;0;0;0;0;0	23	0	0.02	broad	
1736	Upgrade VIP to view	10	4	10,0,0,0,10,0,0,10,10,10,10,0,0	10;0;0;0;10;0;0;10;10;10;10;0;0	27	0	0.02	broad	
1737	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	59	71	0.02	broad	
1738	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	71	95	0.02	broad	
1739	Upgrade VIP to view	10	3	0,0,10,0,10,0,10,0,0,0,0,0,0	0;0;10;0;10;0;10;0;0;0;0;0;0	31	0	0.02	broad	
1740	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	45	29	0.02	broad	
1741	Upgrade VIP to view	10	4	0,10,10,10,10,0,0,0,0,0,10,0,0	0;10;10;10;10;0;0;0;0;0;10;0;0	27	0	0.02	broad	
1742	Upgrade VIP to view	10	2	10,10,10,10,10,0,0,10,10,10,0,10,10	10;10;10;10;10;0;0;10;10;10;0;10;10	68	100	0.02	broad	
1743	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	52	40	0.02	broad	
1744	Upgrade VIP to view	10	4	10,10,10,10,0,10,0,10,0,10,10,10,10	10;10;10;10;0;10;0;10;0;10;10;10;10	60	100	0.02	broad	
1745	Upgrade VIP to view	10	2	10,0,0,0,0,10,0,0,0,0,0,0,0	10;0;0;0;0;10;0;0;0;0;0;0;0	35	0	0.02	broad	
1746	Upgrade VIP to view	10	1	0,0,10,10,0,10,0,10,10,10,10,0,0	0;0;10;10;0;10;0;10;10;10;10;0;0	39	0	0.02	broad	
1747	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,20,10,10,10	10;10;10;10;10;10;10;10;10;20;10;10;10	70	94	0.02	broad	
1748	Upgrade VIP to view	10	2	10,10,10,0,0,10,0,10,10,10,0,10,10	10;10;10;0;0;10;0;10;10;10;0;10;10	68	100	0.02	broad	
1749	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,20,30,10,10,10	10;10;10;10;10;10;10;10;20;30;10;10;10	64	86	0.02	phrase	
1750	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	59	71	0.02	broad	
1751	Upgrade VIP to view	10	4	10,10,10,10,10,10,10,10,10,10,10,10,0	10;10;10;10;10;10;10;10;10;10;10;10;0	27	0	0.02	broad	
1752	Upgrade VIP to view	10	2	0,10,10,0,0,10,0,10,10,10,10,10,10	0;10;10;0;0;10;0;10;10;10;10;10;10	68	100	0.02	broad	
1753	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,0,10,10,10,10,10	10;10;10;10;10;10;10;0;10;10;10;10;10	52	52	0.02	broad	
1754	Upgrade VIP to view	10	2	10,10,10,0,10,10,0,10,10,10,10,0,0	10;10;10;0;10;10;0;10;10;10;10;0;0	35	0	0.02	broad	
1755	Upgrade VIP to view	10	2	20,10,10,10,10,10,10,20,10,10,10,10,10	20;10;10;10;10;10;10;20;10;10;10;10;10	60	76	0.02	broad	
1756	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,0	10;10;10;10;10;10;10;10;10;10;10;10;0	35	0	0.02	broad	
1757	Upgrade VIP to view	10	2	10,10,10,10,10,10,0,10,10,10,10,10,0	10;10;10;10;10;10;0;10;10;10;10;10;0	35	0	0.02	broad	
1758	Upgrade VIP to view	10	2	10,10,0,10,10,10,10,10,10,10,10,10,10	10;10;0;10;10;10;10;10;10;10;10;10;10	68	100	0.02	broad	
1759	Upgrade VIP to view	10	2	10,10,10,10,10,10,0,10,10,10,10,10,10	10;10;10;10;10;10;0;10;10;10;10;10;10	68	100	0.02	broad	
1760	Upgrade VIP to view	10	2	10,10,0,10,0,10,10,0,10,10,10,10,10	10;10;0;10;0;10;10;0;10;10;10;10;10	42	21	0.02	broad	
1761	Upgrade VIP to view	10	2	10,10,10,0,10,0,10,10,10,10,10,10,10	10;10;10;0;10;0;10;10;10;10;10;10;10	64	86	0.02	broad	
1762	Upgrade VIP to view	10	2	10,10,10,10,10,0,0,10,10,10,10,10,10	10;10;10;10;10;0;0;10;10;10;10;10;10	68	100	0.02	broad	
1763	Upgrade VIP to view	10	1	10,10,0,10,10,10,10,0,10,10,10,10,10	10;10;0;10;10;10;10;0;10;10;10;10;10	39	0	0.02	broad	
1764	Upgrade VIP to view	10	3	0,0,10,0,0,0,0,0,0,0,0,0,0	0;0;10;0;0;0;0;0;0;0;0;0;0	31	0	0.02	broad	
1765	Upgrade VIP to view	10	2	0,10,10,0,0,0,0,10,0,0,0,0,0	0;10;10;0;0;0;0;10;0;0;0;0;0	35	0	0.02	broad	
1766	Upgrade VIP to view	10	1	10,0,0,0,0,10,10,0,0,0,0,0,0	10;0;0;0;0;10;10;0;0;0;0;0;0	39	0	0.02	broad	
1767	Upgrade VIP to view	10	2	10,10,10,0,10,10,10,10,10,10,10,10,0	10;10;10;0;10;10;10;10;10;10;10;10;0	35	0	0.02	phrase	
1768	Upgrade VIP to view	10	4	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	60	100	0.02	broad	
1769	Upgrade VIP to view	10	2	0,10,0,0,10,0,0,0,0,10,10,0,10	0;10;0;0;10;0;0;0;0;10;10;0;10	56	62	0.02	broad	
1770	Upgrade VIP to view	10	2	10,10,0,0,0,10,0,10,0,10,10,0,10	10;10;0;0;0;10;0;10;0;10;10;0;10	68	100	0.02	broad	
1771	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	58	57	0.02	broad	
1772	Upgrade VIP to view	10	2	0,0,10,10,0,0,0,0,0,0,0,0,10	0;0;10;10;0;0;0;0;0;0;0;0;10	35	0	0.02	broad	
1773	Upgrade VIP to view	10	3	0,10,10,0,0,0,0,0,10,0,0,0,0	0;10;10;0;0;0;0;0;10;0;0;0;0	31	0	0.02	broad	
1774	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,30,20,10,10	10;10;10;10;10;10;10;10;10;30;20;10;10	65	91	0.02	broad	
1775	Upgrade VIP to view	10	4	0,10,10,0,10,10,0,10,10,10,10,10,10	0;10;10;0;10;10;0;10;10;10;10;10;10	52	76	0.02	broad	
1776	Upgrade VIP to view	10	2	0,0,10,10,0,0,10,0,10,10,10,10,10	0;0;10;10;0;0;10;0;10;10;10;10;10	68	100	0.02	broad	
1777	Upgrade VIP to view	10	2	10,0,0,10,10,0,0,10,0,0,10,0,0	10;0;0;10;10;0;0;10;0;0;10;0;0	35	0	0.02	broad	
1778	Upgrade VIP to view	10	1	10,10,20,20,10,10,10,10,10,10,20,10,10	10;10;20;20;10;10;10;10;10;10;20;10;10	57	55	0.02	broad	
1779	Upgrade VIP to view	10	2	10,0,10,0,0,0,0,0,0,0,0,10,0	10;0;10;0;0;0;0;0;0;0;0;10;0	35	0	0.02	broad	
1780	Upgrade VIP to view	10	2	10,10,10,0,10,10,10,10,10,0,0,10,0	10;10;10;0;10;10;10;10;10;0;0;10;0	35	0	0.02	broad	
1781	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	68	86	0.02	broad	
1782	Upgrade VIP to view	10	1	10,10,20,10,10,10,10,10,10,10,10,10,10	10;10;20;10;10;10;10;10;10;10;10;10;10	71	96	0.02	broad	
1783	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	59	59	0.02	broad	
1784	Upgrade VIP to view	10	1	10,0,10,10,10,0,0,10,10,10,10,10,0	10;0;10;10;10;0;0;10;10;10;10;10;0	39	0	0.02	broad	
1785	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	69	89	0.02	broad	
1786	Upgrade VIP to view	10	2	10,0,0,10,0,0,10,10,0,10,0,0,0	10;0;0;10;0;0;10;10;0;10;0;0;0	35	0	0.02	broad	
1787	Upgrade VIP to view	10	2	10,10,10,10,10,10,0,10,10,10,10,10,10	10;10;10;10;10;10;0;10;10;10;10;10;10	68	100	0.02	broad	
1788	Upgrade VIP to view	10	1	20,20,10,10,10,10,10,20,10,20,10,10,10	20;20;10;10;10;10;10;20;10;20;10;10;10	58	57	0.02	broad	
1789	Upgrade VIP to view	10	1	10,0,0,10,10,0,10,10,10,10,20,10,10	10;0;0;10;10;0;10;10;10;10;20;10;10	58	57	0.02	broad	
1790	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	39	0	0.02	broad	
1791	Upgrade VIP to view	10	2	10,10,0,0,0,0,0,0,0,0,0,10,0	10;10;0;0;0;0;0;0;0;0;0;10;0	35	0	0.02	broad	
1792	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	61	79	0.02	broad	
1793	Upgrade VIP to view	10	1	10,10,0,10,10,10,0,10,20,10,10,10,10	10;10;0;10;10;10;0;10;20;10;10;10;10	72	100	0.02	broad	
1794	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,20,10,10,10	10;10;10;10;10;10;10;10;10;20;10;10;10	57	53	0.02	broad	
1795	Upgrade VIP to view	10	1	10,10,0,10,10,10,0,10,10,10,10,10,10	10;10;0;10;10;10;0;10;10;10;10;10;10	71	96	0.02	broad	
1796	Upgrade VIP to view	10	1	10,10,10,0,0,0,0,0,0,10,10,0,0	10;10;10;0;0;0;0;0;0;10;10;0;0	39	0	0.02	broad	
1797	Upgrade VIP to view	10	1	20,10,10,10,10,10,10,10,10,10,10,10,10	20;10;10;10;10;10;10;10;10;10;10;10;10	71	96	0.02	broad	
1798	Upgrade VIP to view	10	2	0,10,10,0,10,10,10,0,10,10,10,10,10	0;10;10;0;10;10;10;0;10;10;10;10;10	66	93	0.02	broad	
1799	Upgrade VIP to view	10	3	0,0,10,0,0,0,0,0,10,0,0,0,0	0;0;10;0;0;0;0;0;10;0;0;0;0	31	0	0.02	broad	
1800	Upgrade VIP to view	10	2	10,0,0,10,10,10,0,10,10,10,10,10,10	10;0;0;10;10;10;0;10;10;10;10;10;10	68	100	0.02	broad	
1801	Upgrade VIP to view	10	2	10,10,10,10,10,10,0,10,10,0,10,0,0	10;10;10;10;10;10;0;10;10;0;10;0;0	35	0	0.02	broad	
1802	Upgrade VIP to view	10	2	20,10,10,10,10,10,10,10,10,10,10,10,10	20;10;10;10;10;10;10;10;10;10;10;10;10	68	100	0.02	broad	
1803	Upgrade VIP to view	10	2	10,0,10,0,0,0,0,0,10,10,0,10,10	10;0;10;0;0;0;0;0;10;10;0;10;10	35	0	0.02	broad	
1804	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,20,10,10,20,20,10	10;10;10;10;10;10;10;20;10;10;20;20;10	71	97	0.02	broad	
1805	Upgrade VIP to view	10	2	0,0,0,0,0,10,0,0,10,0,0,10,0	0;0;0;0;0;10;0;0;10;0;0;10;0	35	0	0.02	broad	
1806	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,10,10,10,20,10	10;10;10;10;10;10;10;10;10;10;10;20;10	71	95	0.02	broad	
1807	Upgrade VIP to view	10	2	10,10,10,10,0,10,10,10,10,10,10,10,10	10;10;10;10;0;10;10;10;10;10;10;10;10	68	100	0.02	broad	
1808	Upgrade VIP to view	10	1	10,10,10,10,10,10,10,10,20,20,10,10,10	10;10;10;10;10;10;10;10;20;20;10;10;10	66	81	0.02	broad	
1809	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,10	10;10;10;10;10;10;10;10;10;10;10;10;10	45	29	0.02	broad	
1810	Upgrade VIP to view	10	2	10,10,10,10,10,10,10,10,10,10,10,10,0	10;10;10;10;10;10;10;10;10;10;10;10;0	35	0	0.02	broad	
